INSURANCE TYPE,VEHICLE TYPE,VEHICLE USE,VEHICLE MAKE,VEHICLE MODEL,VEHICLE MAKE YEAR,SUM INSURED,POLICY PREMIUM,VEHICLE AGE,PREMIUM RATE,VEHICLE AGE BAND,LOG POLICY PREMIUM
Comprehensive,Car,Private,Suzuki,Maruti,2004,1775000.0,26351.64,21,0.0148459943661971,13+ Years,10.179323738704172
Comprehensive,Car,Private,Honda,Fit,2013,7800000.0,105927.38,12,0.0135804333333333,8-12 Years,11.570518484355505
Comprehensive,Car,Private,Suzuki,Hustler,2016,5950000.0,81493.91,9,0.0136964554621848,8-12 Years,11.308295843290892
Comprehensive,Car,Private,Suzuki,Maruti,2008,2450000.0,35266.26,17,0.0143943918367346,13+ Years,10.4707103337933
Comprehensive,Car,Private,Audi,A8,2015,35000000.0,465175.39,10,0.0132907254285714,8-12 Years,13.050171945974128
Comprehensive,Car,Private,Toyota,Prius,2011,9000000.0,121777.14,14,0.0135307933333333,13+ Years,11.70995614360201
Comprehensive,Car,Private,Toyota,Corolla,1999,2975000.0,42200.41,26,0.0141850117647058,13+ Years,10.6502089117882
Comprehensive,Car,Private,Toyota,Corolla,1997,3000000.0,42531.32,28,0.0141771066666666,13+ Years,10.6580195364895
Comprehensive,Car,Private,Suzuki,Wagon R,2014,5650000.0,77530.97,11,0.0137222955752212,8-12 Years,11.258445646409085
Comprehensive,Car,Private,Toyota,Vitz,2018,9850000.0,133003.14,7,0.0135028568527918,4-7 Years,11.798135534538979
Comprehensive,Car,Private,Toyota,Carina,2000,5750000.0,78851.61,25,0.0137133234782608,13+ Years,11.275335692667714
Comprehensive,Car,Private,Audi,A6,2015,18750000.0,250551.74,10,0.0133627594666666,8-12 Years,12.431424716269003
Comprehensive,Car,Private,Toyota,Vitz,2018,9225000.0,124748.35,7,0.0135228563685636,4-7 Years,11.73406180317935
Comprehensive,Car,Private,BMW,520d,2014,30000000.0,399137.04,11,0.013304568,8-12 Years,12.89706260095222
Comprehensive,Car,Private,Mitsubishi,Montero,2001,11500000.0,154796.32,24,0.0134605495652173,13+ Years,11.949871927326399
Comprehensive,Car,Private,Daihatsu,Terios,2008,6775000.0,92390.0,17,0.0136369003690036,13+ Years,11.433784850288433
Comprehensive,Car,Private,BMW,X5,2015,29000000.0,385929.56,10,0.0133079158620689,8-12 Years,12.863412735890618
Comprehensive,Car,Private,Honda,Vezel,2018,18000000.0,240645.38,7,0.0133691877777777,4-7 Years,12.391083832025137
Comprehensive,Car,Private,Suzuki,Swift,2011,4495000.0,62276.04,14,0.0138545139043381,13+ Years,11.039348097522394
Comprehensive,Car,Private,Kia,Stonic,2019,12950000.0,173947.2,6,0.0134322162162162,4-7 Years,12.066512832725458
Comprehensive,Car,Private,Toyota,Corolla,1991,1600000.0,24040.26,34,0.0150251625,13+ Years,10.087526799921239
Comprehensive,Car,Private,Toyota,Vitz,2008,5700000.0,78191.79,17,0.0137178578947368,13+ Years,11.266932722794277
Comprehensive,Car,Private,Toyota,Corolla,1996,2350000.0,33945.61,29,0.0144449404255319,13+ Years,10.432544275276632
Comprehensive,Car,Private,Suzuki,Maruti,2011,1880000.0,27738.27,14,0.0147543989361702,13+ Years,10.230604377733082
Comprehensive,Car,Private,Toyota,Corolla,1983,690000.0,12021.47,42,0.017422420289855,13+ Years,9.394532677827431
Comprehensive,Car,Private,Toyota,Aqua,2016,6895000.0,93974.57,9,0.0136293792603335,8-12 Years,11.450790133856922
Comprehensive,Car,Private,Suzuki,Wagon R,2017,5850000.0,80172.26,8,0.0137046598290598,8-12 Years,11.291945321800128
Comprehensive,Car,Private,Mazda,6,2015,14690000.0,196928.06,10,0.013405586113002,8-12 Years,12.19059884134516
Comprehensive,Car,Private,Micro,Panda Cross,2013,2860000.0,40681.81,12,0.014224409090909,8-12 Years,10.61356092348976
Comprehensive,Car,Private,Suzuki,Alto,2015,4200000.0,58380.08,10,0.013900019047619,8-12 Years,10.974747143723118
Comprehensive,Car,Private,Toyota,Starlet,1995,3150000.0,44511.79,30,0.0141307269841269,13+ Years,10.70353184258868
Comprehensive,Car,Private,Perodua,Viva Elite,2009,4200000.0,58380.08,16,0.013900019047619,13+ Years,10.974747143723118
Comprehensive,Car,Private,DFSK,Glory,2023,11800000.0,158758.26,2,0.0134540898305084,0-3 Years,11.97514424576243
Comprehensive,Car,Private,Toyota,Corolla,1986,1175000.0,18426.76,39,0.0156823489361702,13+ Years,9.82161350231135
Comprehensive,Car,Private,Toyota,Hilux,2008,14000000.0,187815.5,17,0.0134153928571428,13+ Years,12.143220701321807
Comprehensive,Car,Private,Toyota,Carina,2000,5690000.0,78059.83,25,0.0137187750439367,13+ Years,11.265243673524607
Comprehensive,Car,Private,Peugeot,3008,2020,24500000.0,326495.44,5,0.0133263444897959,4-7 Years,12.696174324116974
Comprehensive,Car,Private,Suzuki,Swift,2017,9150000.0,123757.61,8,0.0135254218579234,8-12 Years,11.726088253768232
Comprehensive,Car,Private,Toyota,CHR,2019,18100000.0,241966.03,6,0.0133682889502762,4-7 Years,12.396556756187936
Comprehensive,Car,Private,Toyota,Land Cruiser Prado,2002,14999000.0,201009.77,23,0.0134015447696513,13+ Years,12.211113767695297
Comprehensive,Car,Private,Toyota,Corolla,2010,7450000.0,101304.61,15,0.0135979342281879,13+ Years,11.525897068762585
Comprehensive,Car,Private,Mitsubishi,Montero,2011,16500000.0,220833.68,14,0.0133838593939393,13+ Years,12.305169646269018
Comprehensive,Car,Private,Suzuki,Wagon R,2018,6625000.0,90408.53,7,0.0136465705660377,4-7 Years,11.412104961177915
Comprehensive,Car,Private,Toyota,Premio,2013,14600000.0,195739.38,12,0.013406806849315,8-12 Years,12.184544468328697
Comprehensive,Car,Private,Honda,Fit,2014,8440000.0,114380.12,11,0.0135521469194312,8-12 Years,11.64729130934303
Comprehensive,Car,Private,Hyundai,Santa,2001,4250000.0,59039.91,24,0.0138917435294117,13+ Years,10.985985872434703
Comprehensive,Car,Private,Honda,Accord,2003,4500000.0,62342.02,22,0.0138537822222222,13+ Years,11.040406996164638
Comprehensive,Car,Private,Suzuki,Alto,2006,2465000.0,35465.21,19,0.014387509127789,13+ Years,10.476335691198827
Comprehensive,Car,Private,Nissan,Sunny,1996,2500000.0,35927.08,29,0.014370832,13+ Years,10.489274441440669
Comprehensive,Car,Private,Suzuki,Wagon R,2004,2450000.0,35266.26,21,0.0143943918367346,13+ Years,10.4707103337933
Comprehensive,Car,Private,Bajaj,Qute,2019,1100000.0,17436.02,6,0.0158509272727272,4-7 Years,9.766350811303129
Comprehensive,Car,Private,Land Rover,Discovery Sport,2018,35750000.0,475081.74,7,0.0132889997202797,4-7 Years,13.071244257321238
Comprehensive,Car,Private,Toyota,Hilux,1989,4500000.0,62342.02,36,0.0138537822222222,13+ Years,11.040406996164638
Comprehensive,Car,Private,Suzuki,Alto,2007,2250000.0,32624.96,18,0.0144999822222222,13+ Years,10.392863569479436
Comprehensive,Car,Private,Toyota,Allion,2013,15475000.0,207296.29,12,0.0133955599353796,8-12 Years,12.241909225497128
Comprehensive,Car,Private,BYD,Seal,2024,38950000.0,517346.45,1,0.0132823222079589,0-3 Years,13.156469978056032
Comprehensive,Car,Private,Honda,Vezel,2017,14750000.0,197720.85,8,0.0134048033898305,8-12 Years,12.194616524043115
Comprehensive,Car,Private,Suzuki,Wagon R Stingray,2015,5590000.0,76738.18,10,0.0137277602862254,8-12 Years,11.248167678312527
Comprehensive,Car,Private,Nissan,Wingroad,2001,2690000.0,38436.41,24,0.0142886282527881,13+ Years,10.556786483082718
Comprehensive,Car,Private,Opel,Corsa,1998,1500000.0,22719.61,27,0.0151464066666666,13+ Years,10.03102772106622
Comprehensive,Car,Private,Maruti Suzuki,Esteem,1995,1000000.0,16115.38,30,0.01611538,13+ Years,9.687591425085131
Comprehensive,Car,Private,Micro,Panda,2011,2000000.0,29322.85,14,0.0146614249999999,13+ Years,10.286156457066447
Comprehensive,Car,Private,Lexus,RX350,2004,7900000.0,107248.03,21,0.0135757,13+ Years,11.58290879246032
Comprehensive,Car,Private,Toyota,Axio,2013,9575000.0,129371.11,12,0.0135113430809399,8-12 Years,11.770448104588018
Comprehensive,Car,Private,Toyota,Allion,2009,9800000.0,132343.32,16,0.0135044204081632,13+ Years,11.793162290225052
Comprehensive,Car,Private,MG,MG4,2024,19200000.0,256495.15,1,0.0133591223958333,0-3 Years,12.454868933733724
Comprehensive,Car,Private,Mercedes Benz,CLK 240,2002,12950000.0,173947.2,23,0.0134322162162162,13+ Years,12.066512832725458
Comprehensive,Car,Private,Hyundai,Tucson,2012,9200000.0,124418.44,13,0.0135237434782608,13+ Years,11.73141371717478
Comprehensive,Car,Private,Toyota,Vitz,2018,9500000.0,128380.38,7,0.0135137242105263,4-7 Years,11.7627606441459
Comprehensive,Car,Private,Toyota,Aqua,2015,9400000.0,127059.73,10,0.0135169925531914,8-12 Years,11.752420440121194
Comprehensive,Car,Private,Isuzu,Gemini,1992,1025000.0,16445.29,33,0.0160441853658536,13+ Years,9.707855198842477
Comprehensive,Car,Private,Volkswagen,Tiguan,2014,15000000.0,201022.97,11,0.0134015313333333,8-12 Years,12.211179433662394
Comprehensive,Car,Private,Land Rover,Range Rover,2013,19000000.0,253852.85,12,0.0133606763157894,8-12 Years,12.444513986697403
Comprehensive,Car,Private,DFSK,Glory,2021,99000000.0,1310465.53,4,0.0132370255555555,4-7 Years,14.08589376154917
Comprehensive,Car,Private,Honda,N-Box,2018,8950000.0,121116.32,7,0.0135325497206703,4-7 Years,11.704514941610094
Comprehensive,Car,Private,Suzuki,Wagon R Stingray,2015,5675000.0,77860.88,10,0.0137199788546255,8-12 Years,11.262691766775841
Comprehensive,Car,Private,Toyota,Belta,2010,7500000.0,101965.44,15,0.013595392,13+ Years,11.532399018519738
Comprehensive,Car,Private,Nissan,Patrol,2013,43000000.0,570837.16,12,0.0132752827906976,8-12 Years,13.254861015889112
Comprehensive,Car,Private,Toyota,Vitz,2017,7850000.0,106588.2,8,0.0135781146496815,8-12 Years,11.576737472260515
Comprehensive,Car,Private,Suzuki,Estilo,2011,3300000.0,46493.26,14,0.0140888666666666,13+ Years,10.747084143095783
Comprehensive,Car,Private,Renault,KWID,2018,3625000.0,50786.11,7,0.0140099613793103,4-7 Years,10.835397861211613
Comprehensive,Car,Private,Bajaj,Qute,2019,1375000.0,21068.05,6,0.0153222181818181,4-7 Years,9.955560417979186
Comprehensive,Car,Private,Honda,CRV,2018,24000000.0,319891.21,7,0.0133288004166666,4-7 Years,12.67573937428131
Comprehensive,Car,Private,Honda,Fit,2012,6400000.0,87437.32,13,0.01366208125,13+ Years,11.378688909491096
Comprehensive,Car,Private,Suzuki,Celerio,2014,4750000.0,65644.14,11,0.0138198189473684,8-12 Years,11.092018848049308
Comprehensive,Car,Private,Renault,KWID,2016,3150000.0,44511.79,9,0.0141307269841269,8-12 Years,10.70353184258868
Comprehensive,Car,Private,Toyota,Aqua,2012,6875000.0,93710.64,13,0.0136306385454545,13+ Years,11.447977686765073
Comprehensive,Car,Private,Perodua,Viva Elite,2011,4550000.0,63002.85,14,0.0138467802197802,13+ Years,11.050951114617574
Comprehensive,Car,Private,Toyota,Carina,1999,4500000.0,62342.02,26,0.0138537822222222,13+ Years,11.040406996164638
Comprehensive,Car,Private,Micro,Trend,2011,1775000.0,26351.64,14,0.0148459943661971,13+ Years,10.179323738704172
Comprehensive,Car,Private,Suzuki,Wagon R,2017,3800000.0,53096.49,8,0.0139727605263157,8-12 Years,10.8798849368096
Comprehensive,Car,Private,Toyota,FJ Cruiser,2014,36000000.0,478383.86,11,0.0132884405555555,8-12 Years,13.078170833960586
Comprehensive,Car,Private,Honda,Fit Shuttle,2014,9300000.0,125739.09,11,0.0135203322580645,8-12 Years,11.74197227769948
Comprehensive,Car,Private,Mitsubishi,Montero,2001,10500000.0,141587.85,24,0.0134845571428571,13+ Years,11.860682714203515
Comprehensive,Car,Private,Suzuki,Wagon R Stingray,2018,7175000.0,97672.58,7,0.0136129031358885,4-7 Years,11.489386381808892
Comprehensive,Car,Private,Toyota,Starlet,1998,2950000.0,41870.49,27,0.0141933864406779,13+ Years,10.642360444718678
Comprehensive,Car,Private,Micro,Kyron,2008,5200000.0,71587.55,17,0.0137668365384615,13+ Years,11.17869042395966
Comprehensive,Car,Private,Toyota,Passo,2018,7890000.0,107116.06,7,0.0135761799746514,4-7 Years,11.581677534133293
Comprehensive,Car,Private,Toyota,Aqua,2015,8950000.0,121116.32,10,0.0135325497206703,8-12 Years,11.704514941610094
Comprehensive,Car,Private,Toyota,Aqua,2012,7650000.0,103946.91,13,0.013587831372549,13+ Years,11.551645187263928
Comprehensive,Car,Private,Suzuki,Wagon R,2017,6590000.0,89946.65,8,0.0136489605462822,8-12 Years,11.406983113412052
Comprehensive,Car,Private,Toyota,Passo,2007,4575000.0,63332.76,18,0.0138432262295081,13+ Years,11.056173799293926
Comprehensive,Car,Private,Perodua,Viva Elite,2014,4750000.0,65644.14,11,0.0138198189473684,8-12 Years,11.092018848049308
Comprehensive,Car,Private,Perodua,Viva Elite,2012,4675000.0,64653.41,13,0.0138296064171123,13+ Years,11.076811595330648
Comprehensive,Car,Private,Daihatsu,Mira,2012,5290000.0,72776.24,13,0.0137573232514177,13+ Years,11.195158547940892
Comprehensive,Car,Private,Toyota,Soluna,2000,3175000.0,44841.7,25,0.0141233700787401,13+ Years,10.710916089467858
Comprehensive,Car,Private,Toyota,Carina,1999,4125000.0,57389.35,26,0.0139125696969696,13+ Years,10.957631449707264
Comprehensive,Car,Private,Toyota,IST,2002,5150000.0,70927.73,23,0.0137723747572815,13+ Years,11.169430849059099
Comprehensive,Car,Private,DFSK,Glory,2021,9965000.0,134521.74,4,0.0134994219769192,4-7 Years,11.809488534365173
Comprehensive,Car,Private,Honda,N-Box,2015,6990000.0,95229.24,10,0.0136236394849785,8-12 Years,11.464052817399134
Comprehensive,Car,Private,Toyota,Hilux,2011,12900000.0,173286.38,14,0.0134330527131782,13+ Years,12.062706651355589
Comprehensive,Car,Private,Toyota,Land Cruiser Prado,1986,7990000.0,108436.71,39,0.0135715531914893,13+ Years,11.593931185720864
Comprehensive,Car,Private,Toyota,Axio,2015,11600000.0,156116.97,10,0.0134583594827586,8-12 Years,11.958367218391668
Comprehensive,Car,Private,DFSK,Glory,2016,4475000.0,62012.11,9,0.0138574547486033,8-12 Years,11.035101093287391
Comprehensive,Car,Private,Toyota,Carina,1991,1290000.0,19945.35,34,0.0154615116279069,13+ Years,9.90080144818578
Comprehensive,Car,Private,Mercedes Benz,EQE 300,2024,79500000.0,1052916.35,1,0.01324423081761,0-3 Years,13.86707529800712
Comprehensive,Car,Private,Mercedes Benz,EQE 300,2024,80000000.0,1059520.59,1,0.013244007375,0-3 Years,13.873328034019446
Comprehensive,Car,Private,Mercedes Benz,E220,2013,23850000.0,317910.74,12,0.0133295907756813,8-12 Years,12.669529076069159
Comprehensive,Car,Private,Mercedes Benz,CLA45,2017,38500000.0,511403.04,8,0.0132831958441558,8-12 Years,13.144915241690695
Comprehensive,Car,Private,Suzuki,Wagon R Stingray,2018,7500000.0,101965.44,7,0.013595392,4-7 Years,11.532399018519738
Comprehensive,Car,Private,DFSK,580 SUV,2020,9200000.0,124418.44,5,0.0135237434782608,4-7 Years,11.73141371717478
Comprehensive,Car,Private,Nissan,Patrol,1992,8750000.0,118475.03,33,0.0135400034285714,13+ Years,11.68246594061526
Comprehensive,Car,Private,Mazda,MR90,1995,1250000.0,19417.49,30,0.015533992,13+ Years,9.873980983930384
Comprehensive,Car,Private,Morris,Minor,1953,550000.0,10171.96,72,0.0184944727272727,13+ Years,9.227488498809217
Comprehensive,Car,Private,Suzuki,Maruti,2011,1875000.0,27672.29,14,0.0147585546666666,13+ Years,10.228222967049955
Comprehensive,Car,Private,Suzuki,Alto,2015,3290000.0,46361.29,10,0.0140915775075987,8-12 Years,10.744241692264806
Comprehensive,Car,Private,Toyota,Verossa,2001,5975000.0,81823.82,24,0.0136943631799163,13+ Years,11.31233589955028
Comprehensive,Car,Private,Toyota,Allion,2012,11600000.0,156116.97,13,0.0134583594827586,13+ Years,11.958367218391668
Comprehensive,Car,Private,Ford,Fiesta,2015,6200000.0,84795.03,10,0.0136766177419354,8-12 Years,11.348004004646354
Comprehensive,Car,Private,Suzuki,Swift,2013,6690000.0,91267.3,12,0.0136423467862481,8-12 Years,11.421558799282893
Comprehensive,Car,Private,Mitsubishi,eK Wagon,2015,5950000.0,81493.91,10,0.0136964554621848,8-12 Years,11.308295843290892
Comprehensive,Car,Private,Suzuki,Wagon R,2014,5675000.0,77860.88,11,0.0137199788546255,8-12 Years,11.262691766775841
Comprehensive,Car,Private,Volkswagen,Polo,2016,9200000.0,124418.44,9,0.0135237434782608,8-12 Years,11.73141371717478
Comprehensive,Car,Private,Nissan,X-Trail,2012,12450000.0,167342.97,13,0.0134412024096385,13+ Years,12.027806673722592
Comprehensive,Car,Private,Toyota,Carina,1987,825000.0,13803.99,38,0.016732109090909,13+ Years,9.532785399988766
Comprehensive,Car,Private,Honda,Civic,1997,3450000.0,48474.73,28,0.0140506463768115,13+ Years,10.788818539306385
Comprehensive,Car,Private,Honda,Insight,2011,7400000.0,100644.79,14,0.0136006472972972,13+ Years,11.51936260207588
Comprehensive,Car,Private,Toyota,Vitz,2019,9700000.0,131021.67,6,0.0135073886597938,4-7 Years,11.783125640646384
Comprehensive,Car,Private,Chery,QQ,2007,1390000.0,21267.0,18,0.0153,13+ Years,9.964958874624228
Comprehensive,Car,Private,Suzuki,Alto,2015,3225000.0,45502.52,10,0.0141093085271317,8-12 Years,10.72554496458407
Comprehensive,Car,Private,Mitsubishi,Montero,2013,35500000.0,471779.63,12,0.0132895670422535,8-12 Years,13.064269389580906
Comprehensive,Car,Private,Micro,MX 7,2013,2600000.0,37247.73,12,0.01432605,8-12 Years,10.525373129266763
Comprehensive,Car,Private,Toyota,Axio,2007,7975000.0,108238.76,18,0.01357225830721,13+ Years,11.59210404554731
Comprehensive,Car,Private,Suzuki,SX4,2007,5100000.0,70266.91,18,0.013777825490196,13+ Years,11.160070501321842
Comprehensive,Car,Private,Toyota,Avanza,2010,6700000.0,91399.26,15,0.0136416805970149,13+ Years,11.423003602077145
Comprehensive,Car,Private,Suzuki,Ignis,2016,7190000.0,97870.53,9,0.0136120347705146,8-12 Years,11.491410979280198
Comprehensive,Car,Private,Nissan,Qashqai,2018,15800000.0,211589.15,7,0.0133917183544303,4-7 Years,12.262406427788274
Comprehensive,Car,Private,Mahindra,KUV100,2024,6495000.0,88691.98,1,0.0136554241724403,0-3 Years,11.392936021986428
Comprehensive,Car,Private,Honda,CRV,2002,5500000.0,75549.5,23,0.0137362727272727,13+ Years,11.232556585812672
Comprehensive,Car,Private,Toyota,Vitz,2008,5600000.0,76871.14,17,0.0137269892857142,13+ Years,11.24989880116473
Comprehensive,Car,Private,Land Rover,Range Rover Velar,2018,63500000.0,841593.81,7,0.0132534458267716,4-7 Years,13.643053954121472
Comprehensive,Car,Private,Honda,Honda,2018,18450000.0,246588.8,7,0.0133652466124661,4-7 Years,12.415481506326515
Comprehensive,Car,Private,Suzuki,Maruti,2000,1225000.0,19087.58,25,0.0155816979591836,13+ Years,9.85684552945863
Comprehensive,Car,Private,Hyundai,Tucson,2011,7150000.0,97342.67,14,0.0136143594405594,13+ Years,11.486002985573771
Comprehensive,Car,Private,Nissan,Sunny,1990,1350000.0,20738.14,35,0.0153615851851851,13+ Years,9.939778015157156
Comprehensive,Car,Private,Morris,Mini,1960,2200000.0,31965.14,65,0.014529609090909,13+ Years,10.37243249657239
Comprehensive,Car,Private,Nissan,X-Trail,2015,13000000.0,174607.03,10,0.01343131,8-12 Years,12.07029891216629
Comprehensive,Car,Private,Toyota,Premio,2013,12600000.0,169324.44,12,0.0134384476190476,8-12 Years,12.039577822632806
Comprehensive,Car,Private,Mitsubishi,Eclipse Cross,2019,21000000.0,280268.8,6,0.0133461333333333,4-7 Years,12.54350798964301
Comprehensive,Car,Private,Mitsubishi,Montero,2015,36500000.0,484987.1,10,0.0132873178082191,8-12 Years,13.09187963353613
Comprehensive,Car,Private,Suzuki,Alto,2015,3225000.0,45502.52,10,0.0141093085271317,8-12 Years,10.72554496458407
Comprehensive,Car,Private,DFSK,Glory,2021,12900000.0,173286.38,4,0.0134330527131782,4-7 Years,12.062706651355589
Comprehensive,Car,Private,DFSK,Glory,2021,9600000.0,129701.03,4,0.0135105239583333,4-7 Years,11.77299502168552
Comprehensive,Car,Private,Nissan,Sunny,1999,2850000.0,40549.85,26,0.0142280175438596,13+ Years,10.61031202109945
Comprehensive,Car,Private,Honda,S660,2016,7400000.0,100644.79,9,0.0136006472972972,8-12 Years,11.51936260207588
Comprehensive,Car,Private,Perodua,Axia,2016,5850000.0,80172.26,9,0.0137046598290598,8-12 Years,11.291945321800128
Comprehensive,Car,Private,Kia,Rio,2002,2250000.0,32624.96,23,0.0144999822222222,13+ Years,10.392863569479436
Comprehensive,Car,Private,Suzuki,Wagon R,2018,6090000.0,83342.41,7,0.0136851247947454,4-7 Years,11.33072482086604
Comprehensive,Car,Private,Mitsubishi,Eclipse Cross,2020,24000000.0,319891.21,5,0.0133288004166666,4-7 Years,12.67573937428131
Comprehensive,Car,Private,Toyota,Harrier,2017,31000000.0,412345.51,8,0.0133014680645161,8-12 Years,12.92961931854192
